lat [deg],lon [deg],,
49.764368,-94.518399,,
49.307873,-88.309371,,
48.578105,-71.635571,,
48.35383,-74.099187,,
47.956032,-95.272214,,
47.50613,-101.432292,,
45.860445,-61.093699,,
45.054564,-73.334878,,
44.456316,-100.39797,,
42.347969,-82.943052,,
41.410417,-112.83125,,
30.177666,-89.740278,,
26.941122,-81.100806,,
20.313637,-102.79375,,
12.202589,-86.107292,,
11.122437,-84.781903,,
7.764054,-62.997917,,
4.98429,-54.999153,,
-1.914499,-59.477151,,
-3.832791,-49.647234,,
-9.42266,-40.824117,,
-16.558623,-69.029021,,
-19.1593,-67.015625,,
-20.37291,-51.377077,,
-22.471582,-52.958685,,
-25.405427,-54.594792,,
-27.393989,-56.626364,,
-29.964583,-64.727083,,
-30.84375,-62.252083,,
-32.14898,-52.628161,,
-46.839729,-72.801544,,
-48.366105,-72.958093,,
-49.776648,-72.081201,,
-50.230352,-71.977997,,
75.220969,100.089583,,
68.881285,28.281226,,
68.12483,87.761458,,
67.411458,32.555208,,
63.868409,34.380735,,
63.034291,112.477083,,
62.305267,27.912,,
61.283832,25.596449,,
61.227083,28.78125,,
60.919873,34.161458,,
60.043396,38.101519,,
59.321843,18.070995,,
58.985292,27.73114,,
58.532267,15.039006,,
58.368979,12.368581,,
58.115984,56.339502,,
58.102088,38.702039,,
57.976665,102.668786,,
56.665099,43.385169,,
56.284112,101.785413,,
56.139583,47.463401,,
55.93397,92.29324,,
54.842791,83.001042,,
54.797917,76.885417,,
53.770578,127.306854,,
53.458111,49.496391,,
52.614583,5.647917,,
52.053704,47.757833,,
50.423719,100.152026,,
50.410417,68.89375,,
50.277083,92.710417,,
49.655849,83.34758,,
49.366475,117.712696,,
49.114583,93.402083,,
49.081155,33.247337,,
48.827083,44.68125,,
48.321905,92.529583,,
47.61046,42.110453,,
46.78125,33.372917,,
46.335417,60.952083,,
46.152083,81.672917,,
46.147371,34.80493,,
45.400347,54.024442,,
45.053456,132.842228,,
43.92173,77.103595,,
42.485417,77.427083,,
41.889583,57.452083,,
40.868651,67.796971,,
40.552472,44.990916,,
38.710417,33.427083,,
38.64375,42.947917,,
37.70625,45.372917,,
36.922917,100.197917,,
33.689627,43.460376,,
33.08953,118.726991,,
32.697244,43.892708,,
31.777083,89.047917,,
31.110144,120.543741,,
30.714583,90.65625,,
29.847917,62.20625,,
29.751804,116.221063,,
23.96728,32.886458,,
12.533721,104.397128,,
11.573725,37.407008,,
9.866081,4.612749,,
6.302627,0.060347,,
6.297917,37.864583,,
3.372917,36.14375,,
2.761442,31.410473,,
2.433957,99.147011,,
1.613382,32.349026,,
-0.140928,29.602017,,
-2.48862,28.892849,,
-2.715432,18.177779,,
-3.59375,35.114583,,
-7.914583,32.202083,,
-8.491502,28.878979,,
-8.944101,29.444653,,
-11.430955,29.8145,,
-15.297917,35.714583,,
-15.586301,32.704318,,
-16.522917,28.760417,,
-20.938467,25.633917,,
-20.939583,25.952083,,
-28.427083,137.20625,,
-30.747917,139.727083,,
-31.252083,137.860417,,
-31.685417,136.08125,,
81.797917,-70.439583,,
81.734437,-45.585532,,
81.054358,-18.552227,,
76.970326,-20.228125,,
72.71264,-94.383025,,
72.680175,-98.777149,,
72.002083,-25.84375,,
71.156087,-105.831294,,
71.128995,-79.346118,,
70.881479,-80.693773,,
70.877428,-112.215625,,
70.840713,-108.372762,,
70.81453,-79.202167,,
70.584161,-79.849775,,
70.54812,-152.902166,,
70.487004,-72.865598,,
70.485899,-69.682132,,
70.467416,-73.436694,,
70.266809,-79.684615,,
70.25625,-106.492381,,
70.011628,-107.176042,,
69.977902,-108.44398,,
69.928615,-112.3036,,
69.778851,-103.321893,,
69.759528,-108.664583,,
69.738483,-104.190366,,
69.693633,-93.581408,,
69.540729,-131.135417,,
69.523261,-106.916411,,
69.437192,-106.155132,,
69.42952,-75.792208,,
69.423537,-92.943832,,
69.385218,-93.339229,,
69.254556,-108.241357,,
69.204614,-132.466129,,
69.194027,-105.681181,,
69.10456,-109.953125,,
69.100854,-92.709352,,
68.855434,-81.989595,,
68.709984,-119.697891,,
68.666939,-132.84715,,
68.173458,-116.589878,,
67.627184,-131.847968,,
67.553294,-126.869792,,
67.537745,-122.281554,,
67.453221,-124.678125,,
67.42568,-113.183579,,
67.414583,-98.327468,,
67.274573,-126.235809,,
67.238481,-125.72769,,
67.108417,-95.325517,,
67.041833,-125.258076,,
66.99357,-126.177213,,
66.948972,-113.312172,,
66.793815,-88.902201,,
66.708442,-103.064656,,
66.522884,-160.13121,,
66.497928,-100.884375,,
66.377268,-97.531223,,
66.361699,-103.307292,,
66.321436,-97.840625,,
65.964494,-99.343677,,
65.963044,-112.460943,,
65.936416,-91.063542,,
65.932058,-98.634948,,
65.906978,-100.03125,,
65.873997,-100.994061,,
65.828662,-98.741068,,
65.722225,-97.835417,,
65.677082,-99.181252,,
65.666434,-85.775406,,
65.617968,-71.881869,,
65.604302,-100.037273,,
65.568468,-117.802032,,
65.533146,-112.577083,,
65.504407,-125.518097,,
65.479477,-108.844859,,
65.310365,-96.128125,,
65.306119,-125.807694,,
65.227083,-118.19375,,
65.220995,-99.489757,,
65.184504,-109.761458,,
65.179573,-50.233708,,
65.15919,-165.934087,,
65.157122,-102.115625,,
65.121966,-95.153742,,
65.04373,-95.25627,,
64.970139,-103.188542,,
64.948713,-75.457245,,
64.867242,-110.796875,,
64.839583,-111.68018,,
64.820566,-117.835417,,
64.804974,-93.180208,,
64.786209,-109.333574,,
64.785764,-97.020455,,
64.691305,-71.941153,,
64.659971,-121.485802,,
64.585294,-113.03388,,
64.577536,-100.30625,,
64.549803,-111.291431,,
64.494493,-110.922986,,
64.485893,-96.088542,,
64.35924,-117.171875,,
64.292432,-109.411553,,
64.273356,-106.452144,,
64.241032,-99.530182,,
64.210405,-114.722906,,
64.171786,-123.047803,,
64.119755,-109.869895,,
64.103423,-116.238542,,
64.080813,-120.338201,,
64.074333,-107.936388,,
64.055865,-121.519014,,
64.04383,-110.514585,,
64.040472,-99.491072,,
64.016136,-91.480208,,
64.003699,-96.780341,,
63.965577,-115.496875,,
63.926088,-98.096875,,
63.904668,-118.56875,,
63.892171,-109.126777,,
63.889936,-114.052078,,
63.824485,-117.080208,,
63.821737,-97.478608,,
63.795701,-98.599846,,
63.737352,-110.069319,,
63.724749,-110.895469,,
63.705164,-95.81031,,
63.694908,-107.288383,,
63.659607,-106.688542,,
63.5906,-97.19499,,
63.511216,-116.004535,,
63.490588,-108.480208,,
63.441962,-100.033128,,
63.361968,-94.680208,,
63.331331,-108.55671,,
63.310959,-95.051062,,
63.289353,-106.951403,,
63.286936,-112.250482,,
63.219853,-106.086458,,
63.202216,-99.26597,,
63.185069,-118.215625,,
63.10626,-122.802093,,
63.103568,-92.625319,,
63.06394,-105.335453,,
63.032814,-113.143309,,
62.950403,-92.649104,,
62.943731,-98.052083,,
62.888325,-108.463224,,
62.880879,-104.318853,,
62.847266,-96.55373,,
62.809625,-115.974375,,
62.774165,-120.644959,,
62.770289,-95.793156,,
62.757033,-102.659375,,
62.524018,-106.805208,,
62.5149,-101.831273,,
62.503046,-103.148584,,
62.450704,-103.411305,,
62.381495,-94.14375,,
62.373903,-105.990117,,
62.363137,-94.822917,,
62.360093,-100.79089,,
62.358452,-100.512124,,
62.322478,-107.677083,,
62.300276,-103.74945,,
62.297037,-102.915625,,
62.272159,-99.594973,,
62.214605,-102.060436,,
62.119552,-119.184375,,
62.119693,-97.494938,,
62.091779,-102.894792,,
62.042846,-102.102768,,
62.009792,-146.236913,,
62.005964,-110.572805,,
61.906107,-105.085529,,
61.826899,-102.564462,,
61.79352,-107.90625,,
61.689855,-103.198958,,
61.67851,-97.480988,,
61.666459,-109.959376,,
61.61457,-105.286135,,
61.506602,-102.879511,,
61.423942,-94.733033,,
61.390816,-139.013864,,
61.38427,-110.847917,,
61.3713,-135.224124,,
61.340503,-104.416177,,
61.290465,-102.419792,,
61.214099,-99.757972,,
61.202852,-136.999752,,
61.164209,-101.513509,,
61.089927,-99.390701,,
61.072951,-97.060457,,
61.010685,-75.798181,,
60.989807,-162.400867,,
60.982334,-163.839027,,
60.949915,-73.646484,,
60.937723,-117.429871,,
60.93512,-110.305425,,
60.878467,-98.066887,,
60.873846,-164.08948,,
60.860953,-163.939472,,
60.838516,-162.586458,,
60.829424,-103.868885,,
60.814987,-104.477371,,
60.808263,-97.710168,,
60.756731,-121.126042,,
60.659599,-117.518714,,
60.607847,-74.847526,,
60.603028,-136.116515,,
60.552762,-110.513115,,
60.521869,-100.185417,,
60.463802,-103.948958,,
60.454434,-73.457148,,
60.450699,-133.26319,,
60.399753,-103.120696,,
60.379344,-97.067691,,
60.35401,-115.25851,,
60.311504,-73.838402,,
60.26521,-164.064566,,
60.257567,-104.803636,,
60.256222,-134.281263,,
60.23348,-151.158698,,
60.141257,-99.105667,,
60.040656,-73.575905,,
60.019583,-75.580208,,
59.948679,-154.860927,,
59.935775,-158.191316,,
59.929348,-97.895268,,
59.897076,-104.165625,,
59.863975,-106.400931,,
59.820256,-71.730208,,
59.815731,-109.429853,,
59.77955,-75.294798,,
59.744076,-119.180193,,
59.732191,-99.321875,,
59.695536,-73.580208,,
59.6711,-100.151242,,
59.636215,-100.895077,,
59.599259,-133.81361,,
59.495211,-97.773503,,
59.429596,-158.838119,,
59.22334,-103.859564,,
59.221747,-73.148768,,
59.176559,-74.99367,,
59.150265,-105.539038,,
59.135902,-155.546827,,
59.099562,-73.864691,,
59.096666,-106.650784,,
59.056104,-103.596617,,
59.007725,-155.584026,,
58.972256,-98.923397,,
58.94007,-71.557559,,
58.938038,-108.190857,,
58.858703,-98.381517,,
58.829678,-97.599583,,
58.757967,-72.278716,,
58.713961,-98.240637,,
58.689294,-103.853125,,
58.686064,-156.430153,,
58.646603,-75.631071,,
58.641007,-111.385402,,
58.608677,-155.040882,,
58.589723,-75.944792,,
58.545205,-101.406547,,
58.492092,-105.17894,,
58.435393,-101.960395,,
58.355016,-75.173958,,
58.282178,-96.991457,,
58.247889,-104.447462,,
58.074644,-73.378125,,
57.964313,-99.469792,,
57.677083,-73.477083,,
57.565605,-156.788305,,
57.560417,-156.996875,,
57.309872,-97.160986,,
57.113596,-97.586607,,
57.071207,-103.303125,,
56.900717,-107.871941,,
56.853312,-100.143289,,
56.783056,-68.163305,,
56.733946,-105.317033,,
56.668189,-99.049423,,
56.664124,-73.813542,,
56.638222,-98.046498,,
56.626134,-68.375715,,
56.621507,-104.315625,,
56.614583,-108.422146,,
56.587826,-96.266485,,
56.568119,-69.181281,,
56.501079,-114.537885,,
56.491787,-100.045556,,
56.481099,-110.521176,,
56.477049,-74.272663,,
56.419947,-68.573648,,
56.40473,-109.428441,,
56.398006,-101.899142,,
56.381209,-94.636446,,
56.362667,-101.262133,,
56.273409,-95.869856,,
56.204563,-73.16841,,
56.16323,-76.638033,,
56.152784,-108.204811,,
56.152555,-64.211458,,
56.135417,-113.865625,,
56.109253,-68.312889,,
56.038725,-96.534375,,
56.001842,-73.260112,,
55.992113,-64.298929,,
55.976148,-100.489041,,
55.969206,-72.23359,,
55.968141,-79.521069,,
55.944205,-63.098986,,
55.925722,-107.72798,,
55.925215,-115.390625,,
55.872007,-72.726042,,
55.868495,-66.030208,,
55.83722,-106.7699,,
55.831148,-108.464679,,
55.816581,-108.374584,,
55.777014,-106.186465,,
55.770615,-101.591074,,
55.729263,-97.03656,,
55.66881,-105.194512,,
55.599622,-67.643704,,
55.598705,-97.782521,,
55.588586,-110.515998,,
55.561178,-105.685416,,
55.551644,-74.447974,,
55.510488,-97.537097,,
55.485349,-96.544792,,
55.466574,-73.632163,,
55.407138,-104.27459,,
55.40686,-64.538122,,
55.398087,-100.123194,,
55.396179,-101.964077,,
55.372588,-95.699571,,
55.317605,-126.628483,,
55.304958,-101.209715,,
55.301325,-105.202677,,
55.21963,-97.228677,,
55.218106,-108.144807,,
55.207856,-94.302657,,
55.20625,-113.202083,,
55.188031,-107.504492,,
55.155881,-95.806107,,
55.145582,-98.449861,,
55.093386,-105.357467,,
55.06038,-125.507874,,
55.019387,-102.711557,,
54.974767,-73.275243,,
54.959644,-112.248958,,
54.95162,-95.27709,,
54.934861,-103.022351,,
54.928433,-104.032292,,
54.900121,-99.666426,,
54.843551,-109.694576,,
54.839659,-103.135655,,
54.831015,-78.572917,,
54.824554,-67.748958,,
54.821397,-70.713631,,
54.81916,-124.964525,,
54.801811,-97.334706,,
54.801989,-93.227083,,
54.772823,-96.956234,,
54.750923,-106.792708,,
54.740049,-66.322917,,
54.705994,-107.586458,,
54.70039,-97.875338,,
54.668505,-101.137059,,
54.65714,-100.268746,,
54.567004,-109.845195,,
54.557698,-101.463542,,
54.542423,-98.023543,,
54.541773,-105.59784,,
54.509169,-92.610995,,
54.468681,-66.614659,,
54.419666,-124.270184,,
54.4164,-102.174004,,
54.397895,-101.680058,,
54.384172,-78.138415,,
54.381681,-102.652612,,
54.366121,-66.155208,,
54.364583,-94.865754,,
54.330592,-98.31875,,
54.313704,-96.693383,,
54.229577,-93.003125,,
54.204411,-93.638059,,
54.186812,-100.553305,,
54.151176,-99.817708,,
54.150665,-100.911579,,
54.148175,-92.068929,,
54.125611,-58.682292,,
54.086923,-60.794867,,
54.085417,-106.06875,,
54.071553,-107.121875,,
54.063463,-94.51875,,
54.06194,-101.638126,,
54.054932,-97.773547,,
54.009003,-125.0078,,
53.999011,-75.430974,,
53.958065,-102.381075,,
53.951406,-95.512117,,
53.93078,-99.283084,,
53.889842,-92.146875,,
53.886767,-73.462687,,
53.767026,-105.161458,,
53.761332,-89.5622,,
53.755217,-95.452083,,
53.659367,-103.402193,,
53.658957,-68.763453,,
53.577061,-124.947895,,
53.55625,-60.20625,,
53.535644,-63.967251,,
53.521501,-112.506365,,
53.515365,-88.085733,,
53.467634,-76.672808,,
53.400241,-64.608708,,
53.27184,-68.300986,,
53.234643,-126.11568,,
53.218116,-70.863542,,
53.194652,-66.325742,,
53.109746,-87.332826,,
53.099224,-93.332292,,
53.087669,-92.551042,,
53.064091,-91.892708,,
53.004339,-66.250358,,
52.968247,-64.663542,,
52.965493,-87.939752,,
52.957199,-87.694513,,
52.942855,-76.780208,,
52.933519,-70.74619,,
52.91782,-91.566277,,
52.897999,-89.002709,,
52.885431,-101.187084,,
52.860065,-90.813322,,
52.679607,-94.021292,,
52.663618,-64.953251,,
52.642265,-100.749145,,
52.605529,-121.548047,,
52.572208,-100.307292,,
52.330777,-92.361458,,
52.255117,-85.07882,,
52.211505,-76.583851,,
52.188017,-75.88553,,
52.161433,-87.593103,,
52.08885,-94.850239,,
52.082504,-63.836458,,
52.077993,-118.569792,,
51.918588,-104.17926,,
51.898442,-64.973542,,
51.86875,-104.39375,,
51.857996,-99.551809,,
51.856832,-95.563542,,
51.82479,-67.80469,,
51.822806,-98.32022,,
51.625987,-124.141215,,
51.591379,-91.911807,,
51.49375,-69.916021,,
51.483475,-75.224826,,
51.443476,-76.743655,,
51.438022,-99.953125,,
51.332546,-92.357475,,
51.268741,-106.864575,,
51.189583,-90.228216,,
51.134826,-73.126678,,
51.128482,-93.254931,,
51.113856,-98.5488,,
51.052067,-118.193246,,
51.036106,-76.864964,,
51.025294,-93.765826,,
50.948513,-119.660417,,
50.927085,-77.16875,,
50.881935,-119.560272,,
50.854756,-88.986458,,
50.79391,-66.789805,,
50.75512,-87.99906,,
50.726942,-104.857292,,
50.689585,-64.581363,,
50.683711,-90.326042,,
50.663569,-89.214662,,
50.657279,-70.528776,,
50.590167,-75.42984,,
50.502089,-61.089583,,
50.443664,-75.206208,,
50.440057,-80.152773,,
50.412693,-76.702419,,
50.397348,-95.989539,,
50.334087,-77.669953,,
50.303889,-95.539583,,
50.264983,-94.976042,,
50.147917,-90.307292,,
50.106633,-67.94107,,
50.09375,-105.947917,,
50.087944,-90.82551,,
50.087909,-87.451321,,
50.083555,-77.4748,,
50.043745,-91.893641,,
50.001281,-75.036856,,
49.928042,-74.219075,,
49.903662,-71.254747,,
49.878134,-124.553185,,
49.855718,-77.185373,,
49.842438,-76.91707,,
49.78387,-86.548188,,
49.759562,-92.844792,,
49.75353,-68.605208,,
49.743579,-93.181023,,
49.70625,-68.907528,,
49.697081,-74.719792,,
49.66737,-76.495572,,
49.614383,-94.78236,,
49.611144,-75.938542,,
49.519621,-93.917276,,
49.504525,-75.401092,,
49.502946,-119.609375,,
49.46878,-117.465095,,
49.354812,-69.769792,,
49.342295,-117.774543,,
49.323468,-68.347805,,
49.314583,-121.802083,,
49.308057,-93.891175,,
49.196212,-57.261458,,
49.009236,-84.355208,,
48.988206,-54.867459,,
48.950882,-90.695172,,
48.763573,-56.598742,,
48.748146,-80.577553,,
48.722085,-77.043816,,
48.704997,-89.629802,,
48.618953,-93.35603,,
48.598646,-75.979883,,
48.530584,-80.989583,,
48.496733,-92.665771,,
48.465333,-78.125638,,
48.411432,-115.313542,,
48.392772,-78.357292,,
48.355341,-57.117708,,
48.278849,-92.295517,,
48.178294,-116.997745,,
48.165993,-56.77958,,
48.001098,-106.414583,,
47.959026,-92.475694,,
47.956952,-98.603742,,
47.954652,-118.98095,,
47.939695,-119.019462,,
47.920157,-55.95523,,
47.839731,-120.024027,,
47.76754,-78.315625,,
47.705243,-116.951042,,
47.676175,-114.232292,,
47.653085,-77.548831,,
47.613278,-77.306734,,
47.556366,-79.239354,,
47.534702,-74.185417,,
47.428657,-94.053087,,
47.311112,-76.471875,,
47.287149,-79.461975,,
47.251782,-94.223518,,
47.180983,-80.180847,,
47.042561,-79.273022,,
46.719215,-75.982801,,
46.665974,-80.672209,,
46.647099,-111.7265,,
46.29205,-72.587213,,
46.123592,-80.012987,,
46.115447,-93.654812,,
45.880388,-69.17805,,
45.839487,-66.12332,,
45.757259,-76.768589,,
45.703585,-81.996309,,
45.585115,-69.716999,,
45.416392,-73.657783,,
45.406614,-73.957914,,
45.268507,-74.168641,,
45.266269,-66.091252,,
45.120328,-79.575541,,
45.00981,-79.612978,,
44.998781,-74.860417,,
44.743737,-79.33959,,
44.56426,-110.384698,,
44.554362,-78.345547,,
44.185016,-88.45459,,
44.157452,-64.999131,,
44.039785,-99.448646,,
43.857485,-110.591126,,
43.831465,-70.456968,,
43.83084,-73.426537,,
43.552982,-71.460722,,
43.327083,-118.785417,,
43.270696,-76.204489,,
43.228021,-119.045399,,
42.946116,-76.734399,,
42.901566,-76.863764,,
42.83125,-120.74375,,
42.779062,-112.873708,,
42.64375,-120.222917,,
42.238815,-121.811463,,
42.121153,-111.317708,,
41.739583,-120.139583,,
41.721192,-120.457143,,
41.214586,-101.67338,,
41.164508,-113.112134,,
40.929988,-113.307527,,
40.915665,-109.420471,,
40.850902,-113.661023,,
40.720459,-122.422031,,
40.652083,-120.727083,,
40.358628,-111.892115,,
40.289583,-120.260417,,
40.174792,-121.087815,,
40.10625,-119.58125,,
39.160972,-120.141773,,
38.985417,-113.127083,,
38.931118,-122.646532,,
38.697917,-118.710417,,
38.264873,-93.40625,,
38.20625,-92.627083,,
38.022917,-119.002083,,
37.365174,-110.726722,,
37.018747,-88.218748,,
37.010296,-88.268652,,
36.939635,-111.485228,,
36.867817,-85.14375,,
36.597936,-93.311648,,
36.59626,-78.294784,,
36.470297,-95.039609,,
36.424078,-95.679416,,
36.365385,-92.572917,,
36.018191,-114.735006,,
35.623945,-84.780208,,
35.520559,-91.992829,,
35.514845,-76.069449,,
35.435689,-80.952083,,
35.346223,-94.778828,,
35.307952,-95.357937,,
35.102025,-85.226742,,
35.069376,-88.247429,,
34.806299,-87.380231,,
34.574105,-93.195081,,
34.421538,-86.39202,,
34.407344,-89.792634,,
34.360491,-82.822993,,
34.16084,-84.072357,,
34.051852,-81.219554,,
33.822946,-96.573487,,
33.814591,-89.76874,,
33.662099,-82.196875,,
33.452083,-80.16573,,
33.335417,-115.835417,,
33.240867,-79.999023,,
33.156049,-107.189253,,
32.814655,-95.91465,,
32.682016,-85.910417,,
32.352083,-115.589583,,
32.181646,-96.072954,,
31.94808,-96.102607,,
31.627517,-85.064945,,
31.174682,-93.566547,,
31.064744,-94.106215,,
30.91757,-106.87675,,
30.632678,-95.015625,,
30.285241,-90.403254,,
29.8651,-92.843342,,
29.837301,-93.348536,,
29.754014,-93.894588,,
29.737717,-92.387097,,
29.574875,-90.158715,,
29.452444,-101.052143,,
29.389177,-81.656392,,
29.327083,-107.827083,,
29.248481,-90.680453,,
28.672085,-81.672917,,
28.539583,-106.739583,,
27.806733,-81.194247,,
26.561383,-99.167708,,
23.958898,-98.666409,,
21.034985,-73.652083,,
19.989583,-101.072917,,
18.585417,-72.00625,,
18.460417,-71.59375,,
18.271564,-101.892324,,
18.2519,-96.423378,,
18.000207,-96.266114,,
17.176567,-93.598787,,
16.997917,-89.83125,,
16.400684,-92.778548,,
15.655393,-88.999155,,
15.339183,-84.016924,,
14.780991,-83.328822,,
14.702083,-91.18125,,
10.771398,-74.496875,,
10.411269,-75.107292,,
10.172917,-67.74375,,
9.262625,-79.929598,,
9.177848,-78.883954,,
9.052081,-73.901387,,
9.050205,-74.666475,,
9.019717,-74.769634,,
8.953009,-67.404536,,
8.895557,-70.041385,,
8.446351,-75.054965,,
8.158551,-62.799842,,
1.394997,-50.632504,,
-1.400672,-56.437368,,
-1.800391,-55.933064,,
-1.815629,-51.090534,,
-1.895345,-55.72036,,
-1.962953,-54.895336,,
-2.156757,-56.340398,,
-2.178943,-45.283869,,
-2.196246,-56.70372,,
-2.236656,-55.069792,,
-2.294983,-54.602708,,
-2.359812,-54.376042,,
-2.578953,-57.854039,,
-2.713178,-64.62046,,
-2.74877,-56.752493,,
-2.778102,-56.886458,,
-2.811079,-58.144581,,
-3.014672,-61.248601,,
-3.293071,-60.64925,,
-3.339248,-64.694549,,
-3.366191,-57.733993,,
-3.417869,-62.678727,,
-3.558208,-63.020212,,
-4.071027,-62.958152,,
-4.074724,-63.141383,,
-4.438508,-62.104031,,
-4.53709,-60.47766,,
-4.921771,-62.361458,,
-4.971199,-37.149822,,
-5.669958,-36.880208,,
-6.325282,-80.556683,,
-6.752165,-43.568828,,
-9.142167,-38.311892,,
-10.978923,-76.195566,,
-12.584099,-38.999156,,
-13.047446,-65.49406,,
-13.06453,-65.902528,,
-13.144879,-65.792432,,
-13.395155,-48.147113,,
-13.836896,-48.303687,,
-13.899451,-66.916258,,
-15.192741,-69.923958,,
-17.150572,-58.403125,,
-17.614651,-57.782753,,
-18.082743,-57.524515,,
-18.215177,-45.268872,,
-18.407776,-49.096387,,
-18.446974,-47.984377,,
-19.017154,-50.499679,,
-19.129517,-47.696299,,
-19.185417,-68.127083,,
-19.867125,-50.345936,,
-19.934154,-67.672917,,
-20.027691,-48.217709,,
-20.06875,-67.296642,,
-20.13125,-48.56764,,
-20.285484,-47.06298,,
-20.313631,-49.188073,,
-20.577418,-67.318789,,
-20.66689,-51.300123,,
-20.668972,-46.313563,,
-20.772788,-51.618652,,
-21.118108,-50.20033,,
-21.298021,-49.780896,,
-22.003644,-41.239738,,
-22.520103,-48.533827,,
-22.60225,-52.868501,,
-22.664577,-51.356229,,
-22.942295,-42.155208,,
-23.131401,-49.732019,,
-23.212197,-49.229344,,
-23.365001,-45.659031,,
-24.585417,-68.98125,,
-25.374402,-54.969896,,
-25.542197,-53.488542,,
-25.610142,-52.614328,,
-27.524193,-64.886793,,
-27.553052,-52.738489,,
-29.014228,-53.188468,,
-29.551584,-50.029438,,
-29.767316,-50.069019,,
-31.271498,-57.942885,,
-32.134026,-60.912118,,
-32.829512,-56.420339,,
-33.056259,-57.443742,,
-33.491959,-53.07479,,
-33.962307,-53.687865,,
-34.335417,-62.314583,,
-35.63125,-69.122917,,
-35.989583,-62.410417,,
-36.985417,-62.489583,,
-37.122917,-62.889583,,
-37.547917,-67.485417,,
-38.192783,-66.0072,,
-38.210399,-67.193765,,
-38.578675,-68.688972,,
-38.585588,-68.4897,,
-38.697917,-67.997917,,
-39.2701,-68.757972,,
-39.273695,-72.226305,,
-39.548247,-72.104301,,
-39.794769,-71.215717,,
-39.841874,-72.117153,,
-40.191176,-69.989287,,
-40.264583,-72.56875,,
-40.661885,-72.600861,,
-40.788065,-72.687614,,
-41.055153,-71.153461,,
-41.142967,-72.408823,,
-41.258869,-73.00104,,
-43.177538,-72.431841,,
-43.910356,-71.419419,,
-45.559722,-69.14375,,
-45.662884,-68.695469,,
-46.358951,-74.132738,,
-46.668254,-74.0135,,
-47.218653,-72.488542,,
-48.906251,-74.101387,,
