name,for,fov,constellation_size,agility,event_duration,event_frequency,event_density,event_clustering,num_event_types,planner,reobserve_reward,reward,events,init_obs_count,replan_obs_count,vis_count,init_event_obs_count,init_events_seen,init_event_reward,init_planner_reward,init_perc_cov,init_max_rev,init_avg_rev,init_all_perc_cov,init_all_max_rev,init_all_avg_rev,replan_event_obs_count,replan_events_seen,replan_event_reward,replan_planner_reward,replan_perc_cov,replan_max_rev,replan_avg_rev,replan_all_perc_cov,replan_all_max_rev,replan_all_avg_rev,diff_perc_cov,diff_num_coobs,diff_avg_rev,init percent coverage of possible events,replan percent coverage of possible events,diff percent coverage of possible events,vis_event_obs_count,vis_events_seen,vis_event_reward,vis_planner_reward,vis_perc_cov,vis_max_rev,vis_avg_rev,vis_all_perc_cov,vis_all_max_rev,vis_all_avg_rev,time
oa_het_112,60,1,2,0.01,21600,2.78E-06,1,1,4,dp,2,10,148,12117,13374,57067,20,140,20,6060,0.135135135,10818,2301.888312,1,86400,6569.828239,54,143,54,16000,0.364864865,15881,1882.246687,1,31932,4744.738136,0.22972973,34,-419.6416247,0.25974026,0.701298701,0.441558442,77,143,77,28570,0.52027027,14000,1526.128771,1,10530,1766.901689,683.4773533
oa_het_115,10,1,2,0.01,21600,2.78E-06,1,8,2,dp,2,10,159,1356,1389,2466,12,51,12,680,0.075471698,20928,6600,1,86400,41871.82497,18,50,18,910,0.113207547,20457,5744.761905,1,86400,41042.70357,0.037735849,6,-855.2380952,0.48,0.72,0.24,25,57,25,1090,0.157232704,20600,5717.828571,1,86400,33607.60792,50.82569027
oa_het_153,10,1,2,0.01,43200,2.78E-05,5,4,3,dp,2,10,7815,8003,8078,24353,289,4124,289,71540,0.036980166,29603,7733.445643,1,86400,39197.9985,439,3983,439,82240,0.056174024,30880,7317.036427,1,86400,41076.44432,0.019193858,150,-416.4092168,0.211102995,0.320672023,0.109569028,1369,5931,1369,216160,0.175175944,38150,6008.256072,1,86400,20851.3884,562.8396933
oa_het_159,60,1,2,0.01,21600,2.78E-07,5,1,4,dp,2,10,73,27200,28685,285960,3,51,3,1430,0.04109589,14950,3140,1,86400,14020.50661,20,63,20,7070,0.273972603,10210,1456.996412,1,86400,10600.52059,0.232876712,17,-1683.003588,0.078947368,0.526315789,0.447368421,38,70,38,15080,0.520547945,10350,1360.055685,1,10570,1763.500545,3213.932442
oa_het_16,30,1,2,0.01,21600,2.78E-08,5,8,3,dp,2,10,4,12138,12899,83528,0,2,0,50,0,86400,86400,1,86400,28580.79664,1,4,1,180,0.25,9323,1800,1,86400,27373.38594,0.25,1,-84600,0,1,1,1,4,1,220,0.25,12100,1661.538462,1,86400,7068.097619,813.4429092
oa_het_160,30,1,2,0.01,43200,2.78E-06,1,4,3,dp,2,10,141,4542,5225,16300,27,119,27,3960,0.191489362,31750,6272.097983,1,86400,17283.07258,67,120,67,8130,0.475177305,31196,5885.772477,1,86400,13361.34472,0.283687943,40,-386.325506,0.278350515,0.690721649,0.412371134,97,130,97,13930,0.687943262,29050,5893.216143,1,29060,6586.725644,198.8743982
oa_het_185,60,1,2,0.01,43200,2.78E-08,10,8,3,dp,2,10,16,26711,24741,350409,2,11,2,240,0.125,20258,7800,1,86400,26212.91553,6,10,6,1280,0.375,13601,3608.391608,1,86400,28355.61921,0.25,4,-4191.608392,0.166666667,0.5,0.333333333,12,16,12,2950,0.75,16970,3236.751144,1,86400,3535.310583,5471.681608
oa_het_198,30,1,2,0.01,43200,2.78E-07,5,1,2,dp,2,10,80,4256,4902,30949,4,27,4,340,0.05,32252,12600,1,86400,51271.6514,15,29,15,1140,0.1875,40330,8676.664512,1,86400,49782.62216,0.1375,11,-3923.335488,0.088888889,0.333333333,0.244444444,45,63,45,2600,0.5625,41440,10128.81213,1,64290,13575.39376,295.6527135
oa_het_34,60,1,2,0.01,3600,2.78E-08,5,4,2,dp,2,10,9,7895,8063,78248,0,1,0,10,0,86400,86400,1,86400,35756.53714,0,1,0,10,0,86400,86400,1,86400,36565.13387,0,0,0,0,0,0,3,3,3,100,0.333333333,2210,900,1,86400,6607.558161,766.3499386
oa_het_53,10,1,2,0.01,43200,2.78E-05,1,1,4,dp,2,10,1563,4707,5005,7809,210,1315,210,43190,0.134357006,32362,4929.425293,1,86400,16022.72149,268,1324,268,51840,0.171465131,32703,4802.699973,1,86400,15060.56543,0.037108125,58,-126.72532,0.564516129,0.720430108,0.155913978,372,1393,372,70590,0.238003839,32420,4835.462807,1,43000,11008.78895,402.2055731
oa_het_56,60,1,2,0.01,3600,2.78E-05,1,8,3,dp,2,10,1516,7246,7229,35484,12,473,12,6800,0.007915567,2534,710.7142857,1,86400,10924.97687,24,512,24,9580,0.015831135,2435,551.8414918,1,86400,9602.490853,0.007915568,12,-158.8727939,0.193548387,0.387096774,0.193548387,62,664,62,33790,0.040897098,2690,223.7563999,1,86400,3868.375377,359.2373016
oa_het_87,30,1,2,0.01,3600,2.78E-05,5,1,3,dp,2,10,7834,9430,10332,69010,0,807,0,8980,0,86400,86400,1,86400,34711.47692,0,900,0,12080,0,86400,86400,1,86400,33786.88305,0,0,0,0,0,0,2,2401,2,66710,0.000255297,540,300,1,43110,6615.091183,1091.884406
oa_het_9,60,1,2,0.01,21600,2.78E-05,10,4,2,dp,2,10,15456,11396,10161,153190,713,4971,713,63470,0.046130952,21540,6527.401322,1,86400,43630.04961,1017,4244,1017,63780,0.065799689,21492,6230.806421,1,86400,52124.85841,0.019668737,304,-296.594901,0.052647124,0.075094145,0.022447021,13543,13902,13543,793560,0.876229296,21600,5187.538992,1,86400,6615.647294,3859.394604
oa_het_90,30,1,2,0.01,43200,2.78E-05,10,8,2,dp,2,10,15634,8053,7710,71506,959,5465,959,74430,0.061340668,42963,12702.21687,1,86400,52119.52418,1322,4787,1322,79320,0.084559294,42792,12090.06887,1,86400,57758.41329,0.023218626,363,-612.1479963,0.098338802,0.135561936,0.037223134,9752,13114,9752,641670,0.623768709,43200,10232.21904,1,86400,14173.67655,1694.481683
oa_het_99,10,1,2,0.01,21600,2.78E-07,10,8,3,dp,2,10,144,12775,13062,53630,0,43,0,510,0,86400,86400,1,86400,44290.66089,2,37,2,670,0.013888889,14656,4860,1,86400,45267.0252,0.013888889,2,-81540,0,0.285714286,0.285714286,7,85,7,1640,0.048611111,14960,3691.836735,1,86400,20702.52872,1053.073752
oa_het_100,10,1,2,0.1,43200,2.78E-07,5,1,3,dp,2,10,80,13258,12666,22072,15,56,15,1470,0.1875,25828.3,7566.785215,1,86400,31792.47714,18,56,18,1940,0.225,25819.6,6403.508665,1,86400,33696.20125,0.0375,3,-1163.27655,0.789473684,0.947368421,0.157894737,19,63,19,2300,0.2375,25860,6253.627379,1,86400,22557.24299,506.5738742
oa_het_101,30,1,2,0.1,43200,2.78E-06,10,8,4,dp,2,10,1534,77564,67581,280947,375,1343,375,69370,0.244458931,39089.4,5063.069775,1,86400,11144.67668,763,1326,763,125780,0.497392438,37781,4536.298171,1,86400,11515.0711,0.252933507,388,-526.7716041,0.331272085,0.674028269,0.342756184,1132,1441,1132,248130,0.737940026,41490,3925.779232,1,86400,4417.142411,6097.717704
oa_het_108,10,1,2,0.1,21600,2.78E-08,10,8,4,dp,2,10,7,50586,46845,103658,2,6,2,160,0.285714286,10523,4320,1,86400,15619.5591,3,6,3,170,0.428571429,10575.7,4320,1,86400,16004.2048,0.142857143,1,0,0.5,0.75,0.25,4,6,4,180,0.571428571,10570,4320,1,86400,11501.46454,2943.547915
oa_het_109,30,1,2,0.1,3600,2.78E-08,10,8,2,dp,2,10,11,19446,18210,68113,0,1,0,10,0,86400,86400,1,86400,32346.86332,0,1,0,10,0,86400,86400,1,86400,34191.50135,0,0,0,0,0,0,2,2,2,50,0.181818182,3450,1050,1,86400,14245.42192,1296.836302
oa_het_122,60,1,2,0.1,21600,2.78E-05,1,4,4,dp,2,10,1561,26914,24718,64138,514,1488,514,134340,0.329276105,12665.3,2080.859061,1,32772.2,3281.332392,596,1476,596,162470,0.381806534,13350.5,2000.656813,1,31704.8,3129.199779,0.052530429,82,-80.20224755,0.661518662,0.767052767,0.105534106,777,1488,777,304060,0.497757848,20220,1534.457408,1,10570,1760.59314,865.3994803
oa_het_136,60,1,2,0.1,3600,2.78E-05,10,1,2,dp,2,10,15776,24838,23157,143404,343,1829,343,24070,0.021741886,3546.4,1099.41691,1,86400,30413.85622,611,1824,611,28260,0.038729716,3488.9,1077.90975,1,86400,29336.37109,0.01698783,268,-21.5071598,0.086267606,0.153672032,0.067404427,3976,4677,3976,143670,0.252028398,3600,910.2803441,1,22380,6588.488052,4231.135928
oa_het_147,60,1,2,0.1,43200,2.78E-08,10,1,3,dp,2,10,16,55501,51995,319033,5,14,5,550,0.3125,27419,5777.454545,1,86400,17822.08812,11,16,11,1280,0.6875,24542.4,4314.986831,1,86400,13731.43839,0.375,6,-1462.467714,0.384615385,0.846153846,0.461538462,13,16,13,1990,0.8125,24650,3204.355464,1,14060,3096.556276,6042.685605
oa_het_169,60,1,2,0.1,43200,2.78E-05,5,4,4,dp,2,10,7764,76687,72656,308546,3518,7234,3518,713640,0.45311695,41442.5,3542.098854,1,86400,6369.853411,4536,7260,4536,824220,0.58423493,40331.5,3542.494924,1,86400,5712.983674,0.13111798,1018,0.396070776,0.577383883,0.744460857,0.167076974,6093,7484,6093,2869510,0.784775889,42440,1937.392023,1,86400,1844.475054,6460.006017
oa_het_172,10,1,2,0.1,3600,2.78E-05,5,8,2,dp,2,10,7888,7887,7432,14150,162,607,162,8380,0.020537525,3549.4,1117.037037,1,86400,38396.91638,185,596,185,9340,0.023453347,3540.6,1028.803089,1,86400,39159.78712,0.002915822,23,-88.23394823,0.517571885,0.591054313,0.073482428,313,726,313,14260,0.039680527,3540,980.8833658,1,86400,33927.13651,334.9756606
oa_het_194,60,1,2,0.1,43200,2.78E-06,10,8,2,dp,2,10,1645,29645,25873,152300,535,1140,535,29480,0.325227964,42496.6,10416.06673,1,86400,24381.42063,755,1108,755,48420,0.458966565,42579.9,9048.788131,1,86400,26892.84972,0.133738602,220,-1367.278598,0.367697595,0.518900344,0.151202749,1455,1476,1455,157370,0.88449848,43090,7340.659199,1,86400,7111.805196,3048.643165
oa_het_27,30,1,2,0.1,43200,2.78E-06,5,1,4,dp,2,10,775,41225,36434,123820,197,690,197,38730,0.254193548,32368.2,4782.767865,1,86400,10324.01337,386,684,386,68120,0.498064516,32266.6,4294.137584,1,86400,10625.7106,0.243870968,189,-488.630281,0.347442681,0.680776014,0.333333333,567,737,567,112100,0.731612903,36100,3979.998101,1,21790,3835.772718,1792.491345
oa_het_49,30,1,2,0.1,21600,2.78E-07,1,4,2,dp,2,10,15,4048,3785,6725,7,12,7,240,0.466666667,20231.7,6274.285714,1,86400,17158.18749,8,12,8,310,0.533333333,17410,5425.714286,1,86400,17548.9681,0.066666666,1,-848.571428,0.875,1,0.125,8,12,8,370,0.533333333,17410,5160,1,86400,13635.00009,72.14839673
oa_het_76,30,1,2,0.1,43200,2.78E-06,5,4,3,dp,2,10,745,27250,24140,75545,223,619,223,23830,0.299328859,29826.6,7174.103269,1,86400,14490.68925,329,607,329,37750,0.441610738,33323.2,6428.401065,1,86400,15604.7866,0.142281879,106,-745.7022041,0.452332657,0.667342799,0.215010142,493,678,493,64770,0.661744966,41400,6045.021588,1,86400,6679.984854,1082.413135
oa_het_89,60,1,2,0.1,21600,2.78E-05,10,4,3,dp,2,10,15619,64835,58746,344672,2161,11766,2161,340930,0.138357129,19973.6,3486.542621,1,86400,14479.5692,2966,11309,2966,413780,0.18989692,16755.6,3217.361417,1,86400,14643.2687,0.051539791,805,-269.181204,0.263568728,0.361751433,0.098182705,8199,14654,8199,1793850,0.524937576,20800,2083.618994,1,86400,3194.33156,11264.96114
oa_het_111,30,1,2,1,43200,2.78E-05,1,8,3,dp,2,10,1522,12759,12162,15136,1032,1405,1032,113500,0.678055191,38403.41,6228.944591,1,86400,7063.316823,1002,1400,1002,113510,0.658344284,38403.41,6261.544571,1,86400,7342.11064,-0.019710907,-30,32.59998008,0.991354467,0.962536023,-0.028818444,1041,1406,1041,134780,0.683968463,38410,6098.487308,1,86400,6894.50394,255.1818786
oa_het_125,30,1,2,1,21600,2.78E-06,1,8,3,dp,2,10,168,13560,12854,16127,55,147,55,6290,0.327380952,14930.11,3464.104858,1,86400,7107.411532,53,146,53,7110,0.31547619,14900,3427.967206,1,86400,7377.309914,-0.011904762,-2,-36.13765155,1,0.963636364,-0.036363636,55,147,55,7740,0.327380952,14900,3327.821289,1,86400,6942.6467,232.2335346
oa_het_174,10,1,2,1,43200,2.78E-07,1,1,2,dp,2,10,11,1920,1900,1946,4,5,4,170,0.363636364,32030,10560,1,86400,34164.02906,4,5,4,170,0.363636364,32030,10560,1,86400,34429.06446,0,0,0,1,1,0,4,5,4,170,0.363636364,32030,10560,1,86400,33908.21825,52.71515155
oa_het_182,10,1,2,1,21600,2.78E-08,10,4,2,dp,2,10,16,17018,16766,21858,0,6,0,70,0,86400,86400,1,86400,37299.857,1,7,1,90,0.0625,19400.69,7200,1,86400,37271.89655,0.0625,1,-79200,0,0.5,0.5,2,8,2,120,0.125,18940,5400,1,86400,34005.44682,830.6176996
oa_het_189,60,1,2,1,21600,2.78E-06,5,4,3,dp,2,10,776,74376,61870,171452,292,683,292,42050,0.37628866,19475.75,2715.615262,1,86400,6009.004797,336,691,336,64480,0.432989691,19475.75,2202.380957,1,86400,5884.861141,0.056701031,44,-513.2343046,0.696897375,0.801909308,0.105011933,419,716,419,94860,0.539948454,19380,2025.717887,1,86400,3189.541387,3009.330371
oa_het_192,10,1,2,1,43200,2.78E-06,5,8,2,dp,2,10,792,10334,10184,12795,180,431,180,8660,0.227272727,42695.79,11939.41525,1,86400,34963.9525,185,427,185,9450,0.233585859,42696.26,11718.37426,1,86400,35285.72876,0.006313131,5,-221.0409902,0.957446809,0.984042553,0.026595745,188,438,188,9810,0.237373737,42700,11585.25929,1,86400,34116.17222,306.4083219
oa_het_196,60,1,2,1,3600,2.78E-07,5,1,2,dp,2,10,83,29424,25288,71242,6,10,6,230,0.072289157,2873.84,970,1,86400,14157.02689,8,12,8,280,0.096385542,2872.03,967.5,1,86400,12599.37766,0.024096386,2,-2.5,0.428571429,0.571428571,0.142857143,14,17,14,450,0.168674699,3340,981.4285714,1,22380,6588.724184,1070.259316
oa_het_2,60,1,2,1,3600,2.78E-06,10,1,4,dp,2,10,1588,170965,148703,572225,11,610,11,18130,0.006926952,1532.15,303.610456,1,86400,8653.444317,32,654,32,28040,0.020151134,3206.79,306.4162543,1,86400,4495.660541,0.013224182,21,2.8057983,0.150684932,0.438356164,0.287671233,73,868,73,59360,0.045969773,710,189.9484377,1,10540,1762.363556,11511.36468
oa_het_46,10,1,2,1,21600,2.78E-05,10,1,3,dp,2,10,15409,28619,28279,44374,691,7810,691,151700,0.044843922,15628.65,3473.989739,1,86400,31544.76953,870,7879,870,165480,0.05646051,15006.35,3435.528272,1,86400,31394.76515,0.011616588,179,-38.461467,0.540265833,0.680218921,0.139953088,1279,9632,1279,232850,0.08300344,15000,3144.639515,1,86400,22211.70376,2345.836319
oa_het_5,30,1,2,1,21600,2.78E-05,5,4,4,dp,2,10,7745,80111,74464,137424,1951,7138,1951,410260,0.251904454,14894.12,2946.925102,1,86400,5511.392483,2129,7109,2129,469520,0.274887024,14870,2828.787697,1,86400,5419.292028,0.02298257,178,-118.137405,0.645385379,0.704267284,0.058881905,3023,7290,3023,703530,0.390316333,19850,2810.837728,1,86400,3882.858876,3883.147741
oa_het_72,30,1,2,1,43200,2.78E-08,5,8,4,dp,2,10,10,85481,79364,145070,6,9,6,660,0.6,11198.81,4755.844156,1,86400,5577.719962,6,9,6,710,0.6,11176.18,4695.238095,1,86400,5437.164155,0,0,-60.60606061,1,1,0,6,9,6,740,0.6,11200,4676.847291,1,86400,4331.303291,2632.732601
oa_het_77,10,1,2,1,3600,2.78E-05,1,4,2,dp,2,10,1524,2120,2091,2176,53,130,53,2150,0.034776903,3357.6,1062.048518,1,86400,35058.64918,52,130,52,2120,0.034120735,3358.66,1064.505495,1,86400,35341.71766,-0.000656168,-1,2.456976985,0.981481481,0.962962963,-0.018518519,54,130,54,2130,0.035433071,3350,1075.079365,1,86400,34716.06779,57.34112191
oa_het_8,60,1,2,1,43200,2.78E-07,1,8,4,dp,2,10,12,41758,37283,64794,10,12,10,4230,0.833333333,28966.27,2134.808499,1,86400,2584.91529,10,12,10,4780,0.833333333,29464.79,2157.911494,1,86400,2751.871052,0,0,23.102995,1,1,0,10,12,10,5310,0.833333333,29040,1893.777051,1,86400,2283.814521,801.0296643
oa_het_91,30,1,2,1,21600,2.78E-08,5,1,2,dp,2,10,5,16743,15581,30977,0,3,0,30,0,86400,86400,1,86400,21608.28043,0,3,0,30,0,86400,86400,1,86400,21699.53382,0,0,0,0,0,0,1,3,1,40,0.2,13830,7200,1,64280,13516.71491,497.5649734
oa_het_123,60,1,2,5,21600,2.78E-08,1,1,2,dp,2,10,2,10543,9391,14101,2,2,2,40,1,11464.76,7200,1,33389.76,6882.755032,2,2,2,40,1,11462.74,7200,1,43721.526,7593.267137,0,0,0,1,1,0,2,2,2,40,1,11450,7200,1,22370,6580.747824,142.9102335
oa_het_128,60,1,2,5,3600,2.78E-06,5,8,3,dp,2,10,788,89342,78950,176007,13,287,13,8800,0.016497462,2314.786,524.1758242,1,86400,4890.322056,33,295,33,12150,0.041878173,2213.414,311.319634,1,86400,4917.326297,0.025380711,20,-212.8561902,0.351351351,0.891891892,0.540540541,37,317,37,17070,0.046954315,2040,228.4069019,1,86400,3580.608861,3352.329422
oa_het_132,60,1,2,5,21600,2.78E-07,5,8,4,dp,2,10,76,157163,139531,312320,33,72,33,8990,0.434210526,12289.196,1748.787131,1,86400,3257.882355,35,72,35,12800,0.460526316,12289.196,1633.226715,1,86400,3136.40347,0.026315789,2,-115.560416,0.846153846,0.897435897,0.051282051,39,72,39,14330,0.513157895,12290,1438.083147,1,86400,2342.61775,5653.931436
oa_het_178,30,1,2,5,21600,2.78E-07,10,1,3,dp,2,10,137,61810,59540,140124,22,96,22,2850,0.160583942,14058.348,3483.481973,1,86400,19286.30768,30,106,30,5450,0.218978102,14063.98,2658.031198,1,86400,15239.29917,0.058394161,8,-825.4507743,0.523809524,0.714285714,0.19047619,42,123,42,6860,0.306569343,14060,2858.57722,1,43100,6626.51554,3762.23718
oa_het_191,30,1,2,5,3600,2.78E-06,1,1,2,dp,2,10,141,5701,5480,6244,18,27,18,660,0.127659574,3240.01,936.6666667,1,64264.828,13720.52047,17,27,17,620,0.120567376,3240,963.5294118,1,64316.402,14252.08374,-0.007092199,-1,26.8627451,0.947368421,0.894736842,-0.052631579,19,28,19,680,0.134751773,3530,950.7017544,1,64260,13573.3878,79.5665164
oa_het_29,10,1,2,5,21600,2.78E-06,5,4,2,dp,2,10,805,9941,9820,11157,120,303,120,5000,0.149068323,21221.234,6390.857143,1,86400,35514.56784,129,304,129,5300,0.160248447,21220,6281.561462,1,86400,35680.36407,0.011180124,9,-109.295681,0.888888889,0.955555556,0.066666667,135,313,135,5520,0.167701863,21470,6273.238095,1,86400,33965.21567,283.296576
oa_het_40,30,1,2,5,21600,2.78E-05,5,8,2,dp,2,10,7709,25776,24797,37301,3079,5618,3079,137420,0.399403295,21564.78,5888.558486,1,86400,15567.35966,3019,5567,3019,152680,0.391620184,21569.714,5698.88635,1,86400,15799.08705,-0.007783111,-60,-189.672136,0.899240654,0.88171729,-0.017523364,3424,5847,3424,203430,0.444156181,21600,5600.158295,1,86400,13951.44858,1056.875333
oa_het_48,10,1,2,5,3600,2.78E-05,10,8,3,dp,2,10,15420,40907,40528,57833,22,2343,22,40970,0.001426719,2139.54,492.6045891,1,86400,22450.96058,40,2374,40,46700,0.002594034,2940.372,322.4588988,1,86400,22410.79739,0.001167315,18,-170.1456903,0.5,0.909090909,0.409090909,44,2525,44,56470,0.002853437,2400,176.7221946,1,86400,20684.01816,3157.743079
oa_het_73,30,1,2,5,43200,2.78E-05,10,1,4,dp,2,10,15693,110325,106321,250212,6295,13040,6295,989790,0.401134264,36119.764,4410.064444,1,86400,13407.93771,7774,13145,7774,1164290,0.495380106,36119.764,4543.444946,1,86400,11006.0067,0.094245842,1479,133.380502,0.545825024,0.674065724,0.128240701,11533,14869,11533,2246370,0.734913656,39220,3939.401806,1,21830,3833.12457,11097.14142
